age,gender,income_inr,city,employment_type,work_hours_per_day,commute_minutes,dinners_cooked_per_week,enjoy_cooking,cooking_skill_rating,cooking_challenges,dinner_time_hour,primary_cook,favorite_cuisines,meal_type_pref,non_veg_freq_per_week,dietary_goals,allergies,healthy_importance_rating,track_macros,orders_outside_per_week,spend_outside_per_meal_inr,willing_to_pay_mealkit_inr,payment_mode,priority_taste,priority_price,priority_nutrition,priority_ease_of_cooking,priority_time_to_prepare,priority_health,priority_time_savings,priority_convenience,priority_variety,priority_affordability,subscribe_try,delivery_pref,meals_per_week_subscription,desired_features,continue_service,refer_service,incentive_pref,healthy_brand_association,additional_needs
39,Non-binary,67268,Mumbai,Full-time,8,5,2,Yes,4,"Waste of ingredients,No time,Not cost-effective,No ideas,Don't enjoy it,Grocery hassle",19.9,Hired help,"Asian,Continental,Thai,Mexican,Healthy Superfoods",Non-Vegetarian,7,"Low-carb,Gut health,Weight loss,Quick meal-prep,Gluten-free,Diabetes-friendly","Soy,Gluten",4,Occasionally,2,218,250,UPI,2,1,5,3,4,1,2,5,3,4,Maybe,Weekly batch,4,"Customizable,Easy cooking,Nutrition labels,Cancel-anytime,Fast delivery,Recipe variety",Maybe,Definitely,Discounts,Subway,Reusable packaging
40,Female,85953,Delhi NCR,Student,9,37,2,Yes,2,"Don't enjoy it,Not cost-effective,Portioning issues,Too tired,Grocery hassle,No time",19.4,Self,"Mexican,Thai,North Indian,Keto/High-protein",Eggetarian,4,"Low-carb,Low-calorie,Sustainable eating,High-protein,Balanced meals,Gluten-free,Immune boost","Gluten,Nuts",1,Occasionally,6,406,400,Credit Card,2,1,3,5,4,2,4,5,1,3,Definitely,On-demand,1,"Fast delivery,Loyalty points,App-based tracking,No cleanup,Easy cooking,Nutrition labels,Family plans",Definitely,Maybe,Discounts,None,More vegan options
23,Non-binary,77104,Delhi NCR,Full-time,10,44,1,Only on weekends,1,"Grocery hassle,Don't enjoy it,Too tired,No skills,No time,Cleaning up,Waste of ingredients",19.3,Alternates,"South Indian,Vegan,Healthy Superfoods,Italian,Thai,Mexican,Keto/High-protein",Vegetarian,1,"Weight loss,Balanced meals,Gluten-free,Gut health","Eggs,Soy,Gluten",1,Occasionally,3,278,250,Debit Card,2,3,5,1,4,4,2,5,1,3,Maybe,3x/week,4,"Family plans,Customizable,Easy cooking,Cancel-anytime",Definitely,Maybe,Discounts,None,Reusable packaging
42,Prefer not to say,61913,Bangalore,Consultant,5,18,6,Only on weekends,4,"Grocery hassle,No ideas,Waste of ingredients,Cleaning up,Portioning issues,Too tired,Don't enjoy it,No skills",21.5,Parent,"Italian,Continental,South Indian,Thai,Keto/High-protein,Asian,Vegan,Chinese",Eggetarian,2,"Immune boost,High-protein,Low-carb,Muscle gain,Gluten-free,Low-calorie,Sustainable eating,Gut health",Nuts,2,Never,5,268,200,UPI,1,4,5,3,2,5,1,2,3,4,Unlikely,3x/week,5,"App-based tracking,Fast delivery,Customizable,Nutrition labels,Easy cooking",No,Definitely,Not important,Epigamia,None
25,Male,83358,Pune,Homemaker,3,14,4,Yes,2,"Cleaning up,Not cost-effective,Don't enjoy it,Too tired,Grocery hassle,No time",21.4,Self,"Asian,Continental,Fusion,Mexican,Healthy Superfoods,North Indian",Eggetarian,1,"Low-carb,Low-calorie,Weight loss,Quick meal-prep,Diabetes-friendly,Gluten-free,Balanced meals,Gut health","Gluten,None,Nuts",2,Occasionally,3,229,200,Credit Card,3,2,5,4,1,1,4,3,2,5,Maybe,Daily,3,"Loyalty points,No cleanup,Fast delivery,Recipe variety,Cancel-anytime,Family plans,Easy cooking,Nutrition labels",Definitely,Maybe,Free meals,FreshMenu,None
32,Male,104585,Mumbai,Freelancer,9,5,5,Yes,1,"No time,Not cost-effective,Don't enjoy it,Too tired",20.5,Parent,"Italian,Fusion,Keto/High-protein,North Indian,Asian,Continental,Thai",Non-Vegetarian,1,"High-protein,Weight loss,Gluten-free,Immune boost,Low-carb,Muscle gain,Quick meal-prep,Sustainable eating","Nuts,Eggs,None",3,Never,7,278,300,Credit Card,5,4,2,3,1,4,1,3,5,2,Unlikely,3x/week,7,"Cancel-anytime,Recipe variety,No cleanup,Nutrition labels,Fast delivery,Customizable",No,Maybe,Free meals,None,More vegan options
37,Prefer not to say,47615,Delhi NCR,Full-time,12,10,7,Yes,4,"Waste of ingredients,No ideas,No skills,Don't enjoy it,No time,Cleaning up,Too tired",20.9,Parent,"Vegan,Keto/High-protein,South Indian,Asian,Mexican,Chinese,Fusion",Mixed,3,"Balanced meals,Gluten-free,Low-carb,Diabetes-friendly","Lactose,Gluten",5,Regularly,5,283,400,Wallets,3,4,1,5,2,1,5,2,4,3,Definitely,3x/week,4,"Customizable,Loyalty points,Cancel-anytime,Fast delivery,Nutrition labels,App-based tracking",Maybe,Maybe,Not important,FreshMenu,None
31,Non-binary,112789,Mumbai,Consultant,10,22,1,Yes,4,"Not cost-effective,Grocery hassle,No skills,Don't enjoy it",18.7,Self,"Fusion,Chinese,Asian,North Indian,Thai,Italian,Mexican",Vegan,2,"Muscle gain,Low-carb,Gluten-free,Low-calorie,Sustainable eating",Eggs,3,Occasionally,4,357,150,Cash,4,1,2,5,3,4,5,1,3,2,Definitely,On-demand,3,"Family plans,Loyalty points,Cancel-anytime,Easy cooking,Customizable",Definitely,Definitely,Not important,EatFit,None
20,Male,77191,Bangalore,Student,10,50,1,No,5,"Too tired,Not cost-effective,No skills,Cleaning up,Grocery hassle,Portioning issues,Waste of ingredients,No ideas",19.4,Self,"South Indian,North Indian,Thai,Healthy Superfoods,Continental",Mixed,1,"Balanced meals,Low-carb,Gluten-free,Low-calorie,Muscle gain",Soy,1,Never,4,304,150,Wallets,1,4,2,5,3,4,1,3,2,5,Unlikely,On-demand,2,"Recipe variety,Family plans,App-based tracking,Cancel-anytime,Customizable",Definitely,No,Not important,FreshMenu,More vegan options
37,Male,103810,Hyderabad,Homemaker,8,5,5,Only on weekends,2,"No ideas,No skills,Cleaning up,Not cost-effective,Don't enjoy it,Waste of ingredients,No time,Too tired",19.1,Parent,"Fusion,Continental,Italian,Thai,Healthy Superfoods,Chinese,Mexican,North Indian",Mixed,5,"Quick meal-prep,Weight loss,Low-carb,Sustainable eating,Immune boost,Gut health,Diabetes-friendly","Lactose,None,Soy",2,Occasionally,7,238,300,Cash,5,3,4,1,2,4,3,5,2,1,Definitely,On-demand,7,"Recipe variety,Customizable,Loyalty points,Fast delivery,No cleanup,Easy cooking,Family plans",Definitely,Definitely,Free meals,None,None
19,Prefer not to say,85627,Bangalore,Freelancer,8,41,2,Yes,3,"Waste of ingredients,Not cost-effective,No ideas,Grocery hassle,Portioning issues,No skills,No time",18.8,Parent,"Healthy Superfoods,Asian,South Indian,Mexican,Fusion,Italian,Vegan",Eggetarian,7,"Weight loss,Low-carb,Low-calorie,Gut health,Balanced meals,High-protein","Eggs,Nuts,Soy",1,Occasionally,5,380,200,Debit Card,5,1,2,4,3,4,1,5,3,2,Unlikely,3x/week,3,"Easy cooking,Fast delivery,Loyalty points,Cancel-anytime,Recipe variety,No cleanup,App-based tracking,Family plans",Maybe,Maybe,Discounts,Epigamia,Calorie tracker
33,Non-binary,66175,Bangalore,Part-time,8,17,4,Only on weekends,2,"No time,Too tired,Not cost-effective,Grocery hassle,Portioning issues,Don't enjoy it,No skills,No ideas",22.1,Parent,"Keto/High-protein,Asian,Fusion,Vegan,Chinese,Italian,South Indian,North Indian",Vegan,7,"Balanced meals,Immune boost,Diabetes-friendly,Low-calorie,High-protein,Gut health,Low-carb","None,Gluten",2,Occasionally,3,262,150,Credit Card,3,4,1,5,2,2,5,4,1,3,Maybe,Daily,3,"Fast delivery,Family plans,Loyalty points,Nutrition labels,App-based tracking,Cancel-anytime,Customizable,Easy cooking",Definitely,Maybe,Not important,Epigamia,More vegan options
35,Female,108821,Chennai,Student,8,5,3,Yes,4,"No skills,No ideas,Waste of ingredients,Don't enjoy it",20.6,Self,"North Indian,Thai,Healthy Superfoods,Italian,Continental",Mixed,0,"Gluten-free,Weight loss,Sustainable eating,Gut health",Lactose,2,Regularly,5,221,200,Debit Card,5,2,4,1,3,4,2,5,1,3,Definitely,3x/week,5,"No cleanup,Customizable,Family plans,Cancel-anytime",Definitely,Definitely,Discounts,FreshMenu,More vegan options
32,Non-binary,55207,Other,Full-time,7,10,3,Only on weekends,1,"Cleaning up,Too tired,Waste of ingredients,Don't enjoy it,Portioning issues,Grocery hassle",21.6,Alternates,"Continental,South Indian,Vegan,North Indian,Keto/High-protein,Healthy Superfoods",Eggetarian,3,"Weight loss,Sustainable eating,Diabetes-friendly,Immune boost,Balanced meals","Lactose,Eggs",4,Never,4,428,150,Credit Card,2,1,4,5,3,1,4,2,5,3,Unlikely,Weekly batch,5,"Fast delivery,Loyalty points,Cancel-anytime,Easy cooking,Nutrition labels,App-based tracking",Definitely,Definitely,Discounts,Subway,Reusable packaging
37,Prefer not to say,132985,Bangalore,Part-time,8,5,4,Yes,1,"Waste of ingredients,Portioning issues,Grocery hassle,Too tired,No time,No ideas",19.4,Parent,"Italian,Vegan,Thai,Keto/High-protein,Chinese,Fusion",Vegan,7,"Diabetes-friendly,Quick meal-prep,Weight loss,Muscle gain,Balanced meals,Immune boost,Low-calorie,Gluten-free","Lactose,None",5,Regularly,7,338,150,Credit Card,1,4,3,5,2,2,5,3,4,1,Unlikely,3x/week,4,"Loyalty points,Family plans,App-based tracking,Nutrition labels,Fast delivery",Maybe,Maybe,Discounts,Subway,More vegan options
35,Female,63247,Delhi NCR,Freelancer,7,67,3,Only on weekends,2,"Not cost-effective,Waste of ingredients,Too tired,Don't enjoy it,Portioning issues,No skills",21.3,Self,"North Indian,Vegan,Continental,Italian,Thai,Asian,Healthy Superfoods",Non-Vegetarian,0,"Diabetes-friendly,Immune boost,High-protein,Gluten-free,Balanced meals,Low-carb","Soy,Eggs,None",3,Regularly,2,332,150,UPI,1,3,4,2,5,1,3,4,5,2,Unlikely,Daily,3,"No cleanup,Fast delivery,Loyalty points,Customizable,Easy cooking,App-based tracking",No,Definitely,Not important,None,Calorie tracker
26,Male,60926,Hyderabad,Freelancer,10,22,3,Only on weekends,3,"No time,Cleaning up,No skills,Too tired",21.0,Partner,"Continental,North Indian,Italian,Fusion",Mixed,5,"Balanced meals,Weight loss,Gut health,Low-carb","Gluten,None",5,Regularly,6,465,200,Cash,1,4,3,2,5,1,3,2,4,5,Maybe,On-demand,1,"Nutrition labels,No cleanup,Customizable,Fast delivery,Recipe variety,Family plans,Cancel-anytime",Definitely,Definitely,Not important,Subway,Reusable packaging
42,Non-binary,55755,Mumbai,Freelancer,10,8,2,No,5,"No ideas,Portioning issues,Don't enjoy it,No time,Not cost-effective,Too tired,Grocery hassle,Cleaning up",19.6,Self,"Healthy Superfoods,Asian,Keto/High-protein,Fusion,Continental,Chinese,Mexican,South Indian",Vegan,3,"Diabetes-friendly,Balanced meals,Low-calorie,Muscle gain,Gluten-free,Quick meal-prep,Weight loss,High-protein",Soy,4,Never,4,360,400,Cash,3,2,1,4,5,2,5,1,3,4,Definitely,On-demand,1,"Nutrition labels,Recipe variety,Fast delivery,Customizable,Easy cooking,Cancel-anytime,Loyalty points,App-based tracking",Maybe,Definitely,Free meals,Epigamia,Calorie tracker
42,Female,94538,Mumbai,Homemaker,10,32,6,Yes,3,"Grocery hassle,No time,Portioning issues,No ideas",19.8,Alternates,"Vegan,Asian,Continental,Keto/High-protein,South Indian",Eggetarian,0,"Balanced meals,Immune boost,Diabetes-friendly,Gluten-free,Low-carb,Low-calorie,High-protein","Eggs,Gluten",3,Never,1,278,250,Cash,1,2,5,3,4,2,1,5,3,4,Maybe,Weekly batch,2,"Cancel-anytime,Customizable,Family plans,Loyalty points,Nutrition labels,No cleanup,Recipe variety,Fast delivery",No,Definitely,Discounts,None,Reusable packaging
42,Non-binary,118730,Hyderabad,Homemaker,6,41,7,No,3,"Too tired,Grocery hassle,Waste of ingredients,Don't enjoy it,Not cost-effective",18.8,Self,"South Indian,Chinese,Healthy Superfoods,Continental,Asian,Thai",Vegetarian,6,"High-protein,Muscle gain,Immune boost,Low-carb,Sustainable eating,Quick meal-prep,Balanced meals",Eggs,4,Never,1,105,350,Cash,2,4,5,1,3,1,3,5,4,2,Definitely,Daily,4,"Recipe variety,App-based tracking,Nutrition labels,Easy cooking",No,Maybe,Free meals,None,More vegan options
29,Non-binary,77741,Mumbai,Full-time,7,35,6,No,4,"No ideas,No time,No skills,Too tired,Cleaning up,Don't enjoy it,Not cost-effective,Waste of ingredients",20.1,Alternates,"Chinese,South Indian,Continental,Italian,North Indian,Keto/High-protein,Asian,Fusion",Eggetarian,5,"Sustainable eating,Weight loss,Muscle gain,Low-calorie,Gluten-free,Gut health,Quick meal-prep,Low-carb",Gluten,1,Never,7,279,200,Debit Card,2,4,5,1,3,5,1,3,2,4,Definitely,On-demand,6,"App-based tracking,Fast delivery,Customizable,Nutrition labels,Family plans,No cleanup,Loyalty points,Cancel-anytime",Maybe,Maybe,Not important,Subway,Calorie tracker
41,Prefer not to say,115184,Chennai,Consultant,8,6,4,Yes,4,"No skills,Not cost-effective,Waste of ingredients,Don't enjoy it,Too tired,No ideas",20.5,Self,"Healthy Superfoods,North Indian,Keto/High-protein,South Indian,Vegan,Continental",Vegan,2,"Balanced meals,Diabetes-friendly,Quick meal-prep,Muscle gain",Soy,1,Occasionally,0,337,400,UPI,3,2,1,5,4,1,4,3,5,2,Unlikely,Daily,2,"Recipe variety,Customizable,Fast delivery,Family plans,Easy cooking",Maybe,Maybe,Free meals,Subway,Reusable packaging
29,Non-binary,70173,Pune,Student,7,26,2,Yes,2,"Too tired,No skills,Waste of ingredients,No time",21.3,Parent,"Chinese,Vegan,Thai,Asian,South Indian,Mexican,Keto/High-protein,Continental",Non-Vegetarian,2,"Low-carb,High-protein,Sustainable eating,Muscle gain,Gluten-free,Balanced meals,Immune boost,Low-calorie","Eggs,None,Gluten",3,Occasionally,0,251,400,UPI,3,5,4,2,1,2,4,1,5,3,Definitely,On-demand,3,"Recipe variety,Fast delivery,Cancel-anytime,Family plans,Nutrition labels,Customizable,Easy cooking,Loyalty points",Maybe,No,Free meals,Subway,Calorie tracker
23,Female,44269,Bangalore,Student,7,5,6,Only on weekends,1,"Too tired,Don't enjoy it,Portioning issues,No skills",18.1,Parent,"South Indian,Asian,Thai,Mexican,Italian,Keto/High-protein",Eggetarian,2,"Quick meal-prep,Diabetes-friendly,Muscle gain,Gluten-free,High-protein,Weight loss",Soy,1,Regularly,1,284,200,Credit Card,1,4,5,2,3,4,5,1,2,3,Maybe,3x/week,7,"Family plans,Fast delivery,Nutrition labels,No cleanup",Maybe,Maybe,Discounts,None,Reusable packaging
37,Non-binary,100375,Delhi NCR,Part-time,8,19,6,Yes,4,"Don't enjoy it,Grocery hassle,Waste of ingredients,No ideas,Cleaning up,No time",20.0,Alternates,"Continental,Chinese,Healthy Superfoods,Mexican,Keto/High-protein,South Indian,Vegan,Thai",Eggetarian,5,"Low-carb,Muscle gain,Weight loss,High-protein,Balanced meals","Soy,Lactose",1,Occasionally,5,311,300,UPI,3,1,2,5,4,3,5,1,2,4,Definitely,On-demand,6,"Nutrition labels,Cancel-anytime,Loyalty points,No cleanup,Easy cooking,Fast delivery,Family plans,App-based tracking",Definitely,Definitely,Free meals,Subway,More vegan options
28,Female,53608,Mumbai,Part-time,9,34,4,Yes,5,"No skills,Waste of ingredients,Portioning issues,Too tired,Cleaning up,No time,Grocery hassle",20.7,Parent,"Vegan,Healthy Superfoods,Mexican,North Indian",Vegan,5,"High-protein,Quick meal-prep,Diabetes-friendly,Gluten-free,Sustainable eating,Gut health,Low-carb","Lactose,Eggs,None",1,Never,1,165,250,Wallets,2,3,1,5,4,1,3,4,5,2,Definitely,Daily,6,"Easy cooking,Fast delivery,Customizable,Nutrition labels",Maybe,Definitely,Not important,FreshMenu,Reusable packaging
30,Female,101039,Bangalore,Homemaker,10,53,2,Yes,5,"Waste of ingredients,Not cost-effective,Cleaning up,Don't enjoy it,Portioning issues",20.7,Parent,"Keto/High-protein,Asian,Thai,Fusion",Vegan,2,"Weight loss,Low-carb,Diabetes-friendly,Low-calorie,Sustainable eating","Nuts,Gluten",2,Occasionally,3,275,200,Cash,2,1,3,5,4,2,4,5,1,3,Definitely,On-demand,2,"Recipe variety,Nutrition labels,Fast delivery,Loyalty points,Family plans,No cleanup",No,Definitely,Discounts,Epigamia,Calorie tracker
29,Female,91253,Pune,Student,11,5,4,No,2,"Too tired,Don't enjoy it,No skills,Waste of ingredients,No ideas,No time",20.2,Parent,"Healthy Superfoods,Keto/High-protein,Mexican,Continental,Vegan,Fusion,Italian,Thai",Non-Vegetarian,4,"Muscle gain,Gluten-free,Weight loss,Low-carb,Immune boost,Sustainable eating,Quick meal-prep,Diabetes-friendly","Soy,Lactose",2,Regularly,7,153,250,Credit Card,4,5,2,1,3,2,3,4,1,5,Definitely,Daily,3,"No cleanup,App-based tracking,Loyalty points,Customizable,Easy cooking,Cancel-anytime,Nutrition labels",Maybe,Maybe,Not important,EatFit,Reusable packaging
34,Prefer not to say,108974,Mumbai,Consultant,8,7,3,Yes,2,"Not cost-effective,Waste of ingredients,No ideas,Portioning issues",22.4,Parent,"Vegan,North Indian,Healthy Superfoods,South Indian,Keto/High-protein,Thai",Vegetarian,5,"Diabetes-friendly,Gut health,High-protein,Low-calorie,Muscle gain,Gluten-free,Balanced meals,Immune boost",Lactose,3,Never,4,281,350,Credit Card,3,4,1,5,2,3,4,1,2,5,Maybe,On-demand,6,"App-based tracking,Easy cooking,Fast delivery,Cancel-anytime,No cleanup,Recipe variety,Loyalty points,Nutrition labels",Definitely,Definitely,Discounts,Subway,Reusable packaging
26,Prefer not to say,37135,Mumbai,Freelancer,6,5,4,Yes,1,"Don't enjoy it,Cleaning up,Waste of ingredients,Grocery hassle,No skills,Not cost-effective",21.2,Hired help,"Healthy Superfoods,Continental,Italian,Mexican,Keto/High-protein,Chinese,Vegan,Asian",Eggetarian,0,"Low-calorie,Gut health,Diabetes-friendly,Quick meal-prep,Muscle gain,Weight loss,Balanced meals",Gluten,2,Regularly,7,476,200,Wallets,1,3,4,2,5,4,1,2,5,3,Unlikely,Daily,4,"Customizable,App-based tracking,Nutrition labels,Family plans,Fast delivery,Cancel-anytime,Recipe variety",Definitely,Maybe,Discounts,FreshMenu,More vegan options
40,Male,58666,Pune,Student,7,29,3,No,5,"Too tired,No skills,Waste of ingredients,No time",19.8,Partner,"Fusion,Keto/High-protein,Chinese,Healthy Superfoods,Thai,Vegan,Mexican",Mixed,6,"Diabetes-friendly,Low-calorie,Weight loss,High-protein,Balanced meals,Low-carb,Immune boost","Nuts,Gluten",2,Never,6,297,150,Wallets,4,2,5,3,1,3,4,2,1,5,Maybe,3x/week,3,"Loyalty points,Cancel-anytime,Nutrition labels,Easy cooking,App-based tracking,Customizable",Definitely,Maybe,Discounts,EatFit,More vegan options
28,Non-binary,59871,Bangalore,Consultant,11,5,2,No,1,"Waste of ingredients,Not cost-effective,Portioning issues,No time,No skills,Grocery hassle,Too tired,No ideas",20.8,Self,"Mexican,Chinese,Continental,Thai,Keto/High-protein,Fusion,Healthy Superfoods,South Indian",Non-Vegetarian,7,"Low-carb,Diabetes-friendly,Weight loss,Gluten-free,High-protein,Gut health,Immune boost",Eggs,3,Never,3,355,300,UPI,2,5,4,3,1,3,5,4,1,2,Definitely,3x/week,4,"Family plans,No cleanup,Recipe variety,App-based tracking",Maybe,Maybe,Discounts,EatFit,More vegan options
30,Non-binary,105150,Mumbai,Part-time,5,0,7,No,1,"Grocery hassle,Don't enjoy it,Too tired,Waste of ingredients,No time,Portioning issues,Cleaning up",20.1,Partner,"Thai,South Indian,Mexican,Asian,Italian,North Indian,Fusion",Vegetarian,6,"Gluten-free,Sustainable eating,Immune boost,Weight loss,Low-calorie,Gut health,Quick meal-prep,Low-carb","None,Eggs",1,Regularly,2,238,150,Credit Card,1,2,4,5,3,5,2,3,4,1,Definitely,Weekly batch,5,"No cleanup,Family plans,Fast delivery,Recipe variety,Customizable,Easy cooking,Nutrition labels",Definitely,Definitely,Free meals,Subway,Reusable packaging
39,Male,37201,Delhi NCR,Student,6,24,5,No,2,"Cleaning up,No skills,No ideas,No time,Portioning issues",20.2,Self,"Asian,Continental,Fusion,Thai,Mexican,Chinese",Non-Vegetarian,7,"Gluten-free,Weight loss,Low-calorie,Immune boost","Eggs,Nuts,Soy",5,Never,2,348,400,UPI,1,2,4,5,3,5,4,1,2,3,Maybe,On-demand,4,"Fast delivery,No cleanup,Customizable,Easy cooking,App-based tracking,Loyalty points,Family plans",Definitely,Definitely,Free meals,Subway,More vegan options
41,Non-binary,75223,Pune,Full-time,8,5,1,Yes,5,"No skills,Too tired,Portioning issues,Not cost-effective,Don't enjoy it,No ideas,Waste of ingredients,Grocery hassle",20.2,Self,"Italian,Chinese,Vegan,North Indian,Keto/High-protein,Thai,Healthy Superfoods",Mixed,1,"Gluten-free,Immune boost,Sustainable eating,Low-carb,Balanced meals,Low-calorie,Muscle gain,Weight loss","Lactose,None,Soy",1,Never,7,295,150,Credit Card,3,2,1,4,5,4,2,1,5,3,Maybe,On-demand,5,"No cleanup,App-based tracking,Family plans,Loyalty points,Fast delivery,Recipe variety,Easy cooking",Maybe,Maybe,Free meals,EatFit,Reusable packaging
28,Male,64662,Bangalore,Freelancer,10,9,4,Only on weekends,3,"Too tired,Don't enjoy it,No skills,No ideas,Not cost-effective",18.8,Alternates,"Healthy Superfoods,Italian,Thai,Fusion",Vegetarian,5,"Gluten-free,Muscle gain,Low-calorie,Low-carb,Quick meal-prep,Weight loss,Balanced meals","Nuts,None",1,Occasionally,7,369,400,Wallets,3,5,4,1,2,4,1,5,2,3,Definitely,3x/week,6,"App-based tracking,No cleanup,Recipe variety,Fast delivery,Cancel-anytime,Easy cooking",No,Maybe,Discounts,Subway,Reusable packaging
30,Female,62741,Pune,Consultant,7,5,3,Yes,4,"Cleaning up,Portioning issues,No time,Not cost-effective,Don't enjoy it,No skills,No ideas",20.1,Partner,"Continental,Keto/High-protein,Thai,Mexican,Fusion",Mixed,2,"Balanced meals,Gluten-free,Quick meal-prep,Immune boost,Low-calorie,Diabetes-friendly","Lactose,None",1,Occasionally,5,337,350,UPI,4,1,5,2,3,4,5,3,2,1,Maybe,3x/week,7,"Fast delivery,Easy cooking,Customizable,Loyalty points,No cleanup,Family plans,Nutrition labels,Recipe variety",Maybe,Definitely,Discounts,None,Calorie tracker
25,Male,116592,Mumbai,Full-time,12,5,7,Yes,5,"Not cost-effective,Portioning issues,Too tired,Don't enjoy it,Cleaning up",19.2,Partner,"Italian,Chinese,South Indian,Mexican,Asian",Vegetarian,3,"High-protein,Weight loss,Sustainable eating,Quick meal-prep",Lactose,2,Never,0,280,150,Credit Card,2,3,4,5,1,1,2,3,5,4,Definitely,3x/week,6,"Customizable,Recipe variety,Loyalty points,Family plans,Nutrition labels",No,Maybe,Not important,Epigamia,Reusable packaging
